City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,ust-nera,64.5667,143.2,-7.1,92,100,1.34,RU,1697080905
282,nha trang,12.25,109.1833,32.0,70,76,2.03,VN,1697081045
283,labytnangi,66.6572,66.4183,0.6,83,100,1.33,RU,1697081190
284,kegen,43.0197,79.2203,11.46,38,0,3.3,KZ,1697081190
285,passagem franca,-6.1797,-43.7836,25.56,51,32,0.33,BR,1697080960
286,conde,-7.2597,-34.9075,23.7,88,20,3.09,BR,1697081191
287,port isabel,26.0734,-97.2086,24.02,92,75,3.09,US,1697080961
288,moultonborough,43.7548,-71.3967,11.41,92,99,0.91,US,1697081191
289,bafoulabe,13.8065,-10.8321,23.69,82,100,1.43,ML,1697081192
290,nizhneudinsk,54.9076,99.0276,17.79,41,86,2.68,RU,1697081192
291,chiredzi,-21.05,31.6667,20.91,56,0,1.32,ZW,1697081192
292,itamaraca,-7.7478,-34.8256,26.03,83,1,3.44,BR,1697081192
293,shakawe,-18.3667,21.85,20.25,57,38,2.27,BW,1697081192
294,lebu,-37.6167,-73.65,9.33,88,0,8.61,CL,1697081193
295,severnoye,56.3491,78.3619,4.43,70,9,3.58,RU,1697081193
296,fortaleza,-3.7227,-38.5247,27.07,74,20,5.66,BR,1697080963
297,zhaotong,27.3167,103.7167,10.83,94,100,2.6,CN,1697081193
298,bocanda,7.0626,-4.4995,22.12,99,97,1.03,CI,1697081194
299,columbia,34.0007,-81.0348,18.42,96,75,1.54,US,1697081152
300,kerikeri,-35.2268,173.9474,17.73,65,7,1.79,NZ,1697080903
301,uturoa,-16.7333,-151.4333,26.4,78,20,6.88,PF,1697080919
302,maceio,-9.6658,-35.7353,22.69,100,20,1.54,BR,1697081106
303,nicoya,10.1483,-85.452,24.69,96,100,0.86,CR,1697081195
304,gadzhiyevo,69.2551,33.3362,0.9,86,98,12.15,RU,1697081195
305,warman,52.3168,-106.5679,11.16,70,0,4.12,CA,1697080965
306,chos malal,-37.3781,-70.2709,11.44,41,0,1.55,AR,1697081195
307,ujszasz,47.3,20.0833,11.0,63,6,3.01,HU,1697081196
308,muroto-misakicho,33.2833,134.15,21.24,57,100,4.79,JP,1697081196
309,magdagachi,53.45,125.8,14.03,45,54,3.8,RU,1697081196
310,i-n-salah,27.1935,2.4607,25.21,26,9,9.65,DZ,1697081196
311,aswan,24.0934,32.907,24.24,36,0,4.99,EG,1697081197
312,kameda-honcho,37.8667,139.1167,21.62,49,20,2.57,JP,1697081197
313,spring creek,40.7266,-115.5859,5.22,69,99,6.5,US,1697081197
314,yeniseysk,58.4497,92.1703,9.41,72,100,6.71,RU,1697080967
315,hirara,24.8,125.2833,29.92,65,40,6.69,JP,1697081198
316,port hedland,-20.3167,118.5667,40.03,5,4,4.63,AU,1697081198
317,puerto lleras,3.0223,-73.4044,23.43,87,48,0.99,CO,1697081199
318,gamboma,-1.8764,15.8644,22.36,92,100,0.57,CG,1697081199
319,horta,38.5333,-28.6333,18.9,90,48,2.68,PT,1697080968
320,hermanus,-34.4187,19.2345,15.13,89,98,3.36,ZA,1697081199
321,fillmore,43.6666,-92.1002,12.63,71,100,4.12,US,1697081200
322,prado,-17.3411,-39.2208,22.49,83,8,2.99,BR,1697081200
323,acapulco de juarez,16.8634,-99.8901,25.9,89,40,2.06,MX,1697080939
324,taoudenni,22.6783,-3.9836,27.52,19,0,4.88,ML,1697081183
325,boguchany,58.3814,97.4531,12.7,70,100,2.68,RU,1697080970
326,ta`u,-14.2336,-169.5144,27.26,80,20,6.68,AS,1697081201
327,acarau,-2.8856,-40.12,26.04,80,54,6.55,BR,1697081108
328,newman,37.3138,-121.0208,19.13,50,0,1.79,US,1697081160
329,ghormach,35.7306,63.7826,19.08,33,4,2.06,AF,1697081201
330,saint-pierre,-21.3393,55.4781,23.82,64,0,1.54,RE,1697080948
331,shahr-e babak,30.1165,55.1186,18.02,19,2,1.35,IR,1697081202
332,ouadda,8.0777,22.4007,20.22,95,100,2.53,CF,1697080972
333,anshun,26.25,105.9333,15.78,87,100,2.25,CN,1697081202
334,howrah,22.5892,88.3103,32.0,70,0,0.0,IN,1697081152
335,juan griego,11.0817,-63.9655,28.07,94,4,5.66,VE,1697081202
336,fallon,39.4735,-118.7774,9.93,46,20,4.12,US,1697081203
337,bidya,32.1146,35.0803,20.62,79,48,1.06,PS,1697080973
338,la romana,18.4273,-68.9728,26.2,94,20,0.0,DO,1697081203
339,kudahuvadhoo,2.6708,72.8944,27.63,70,79,4.74,MV,1697081203
340,shimanovsk,52.0,127.7,15.33,43,19,4.71,RU,1697081203
341,novyy urgal,51.0736,132.5642,10.55,49,12,1.61,RU,1697081150
342,kupang,-10.1667,123.5833,33.32,49,20,4.63,ID,1697081204
343,praya,14.9215,-23.5087,26.3,61,20,3.09,CV,1697080974
344,taphan hin,16.2209,100.4198,28.36,80,99,1.1,TH,1697081204
345,mar del plata,-38.0023,-57.5575,6.72,80,0,2.06,AR,1697080979
346,la ronge,55.1001,-105.2842,11.14,66,0,3.6,CA,1697080975
347,youhao,47.8667,128.8333,17.4,43,19,4.51,CN,1697081205
348,hithadhoo,-0.6,73.0833,27.39,72,10,6.39,MV,1697081205
349,toliara,-23.35,43.6667,21.97,71,92,4.6,MG,1697081205
350,auki,-8.7676,160.7034,28.28,78,99,1.97,SB,1697081205
351,ooty,11.4,76.7,15.04,82,97,0.9,IN,1697080976
352,east london,-33.0153,27.9116,19.15,91,100,6.76,ZA,1697081164
353,masterton,-40.9597,175.6575,16.6,45,8,0.59,NZ,1697081206
354,cadale,2.7603,46.3222,26.3,84,41,4.41,SO,1697081123
355,shimoda,34.6667,138.95,22.2,61,38,5.32,JP,1697081206
356,usinsk,65.9939,57.5281,-1.07,98,94,2.24,RU,1697081207
357,fale old settlement,-9.3852,-171.2468,28.98,76,29,7.26,TK,1697080935
358,bonito,-21.1211,-56.4819,28.78,47,48,2.32,BR,1697080978
359,tarko-sale,64.9225,77.785,1.67,83,100,2.24,RU,1697080979
360,tidjikja,18.5564,-11.4271,31.27,26,74,4.8,MR,1697081207
361,banda aceh,5.5577,95.3222,28.58,71,100,1.48,ID,1697080980
362,klaksvik,62.2266,-6.589,5.51,61,100,7.46,FO,1697081172
363,machico,32.7,-16.7667,29.35,20,20,6.69,PT,1697081208
364,lata,40.1629,-8.3327,16.71,48,25,1.28,PT,1697081208
365,tazovsky,67.4667,78.7,1.78,98,100,3.1,RU,1697081150
366,robertsport,6.7533,-11.3686,24.69,89,100,2.77,LR,1697081208
367,coahuayana de hidalgo,18.7,-103.6583,24.62,93,90,1.22,MX,1697081209
368,axim,4.8699,-2.2405,25.02,90,67,3.04,GH,1697081209
369,tanabi,-20.6264,-49.6492,28.12,49,81,2.68,BR,1697081209
370,caleta de carquin,-11.0925,-77.6267,18.72,86,98,5.02,PE,1697080982
371,copala,16.65,-98.9833,25.18,87,72,1.78,MX,1697081210
372,karakoyunlu,39.8704,43.6301,3.89,73,0,0.84,TR,1697081210
373,glendive,47.1053,-104.7125,12.79,54,75,5.66,US,1697081210
374,akureyri,65.6835,-18.0878,-0.04,80,100,2.57,IS,1697081210
375,kwolla,8.9333,9.2833,23.62,92,65,1.67,NG,1697081210
376,turan,16.0678,108.2208,24.99,94,75,1.03,VN,1697080993
377,rikaze,29.25,88.8833,5.06,69,100,2.11,CN,1697080985
378,natal,-5.795,-35.2094,25.12,88,40,4.12,BR,1697081211
379,guamal,9.1433,-74.2238,26.08,86,5,0.71,CO,1697081211
380,coquimbo,-29.9533,-71.3436,12.85,82,0,1.03,CL,1697081211
381,camana,-16.6228,-72.7111,17.96,87,97,3.65,PE,1697081212
382,xichang,27.8964,102.2634,17.18,93,100,1.26,CN,1697081212
383,surigao,9.7839,125.4889,30.15,69,39,4.54,PH,1697081212
384,montecristo,8.2971,-74.4733,24.99,95,1,0.98,CO,1697080987
385,arlington,32.7357,-97.1081,20.66,68,100,6.69,US,1697081135
386,callao,-12.0667,-77.15,18.18,82,75,5.14,PE,1697080967
387,n'zeto,-7.2312,12.8666,24.66,86,100,4.26,AO,1697081213
388,cidreira,-30.1811,-50.2056,16.59,94,100,8.43,BR,1697081213
389,aitape,-3.1374,142.3475,28.65,78,93,2.91,PG,1697081213
390,aykhal,66.0,111.5,1.71,71,100,11.62,RU,1697081214
391,mossel bay,-34.1831,22.146,14.96,89,98,3.63,ZA,1697080989
392,jertih,5.7336,102.4897,32.82,64,53,0.9,MY,1697081215
393,karasu,41.071,30.7854,13.65,85,5,1.96,TR,1697081215
394,labrador city,52.9463,-66.9114,7.95,93,100,2.06,CA,1697081215
395,alvor,37.1299,-8.5917,23.36,62,63,2.48,PT,1697081215
396,banjar,-8.19,114.9675,32.32,50,8,2.26,ID,1697081216
397,sikonge,-5.6333,32.7667,20.6,48,100,1.83,TZ,1697080991
398,rudsar,37.1376,50.288,15.99,94,100,4.74,IR,1697080991
399,tolanaro,-25.0319,46.9987,21.04,94,75,4.12,MG,1697081216
400,yermentau,51.6214,73.1069,6.21,63,100,3.32,KZ,1697081216
401,port douglas,-16.4833,145.4667,25.5,63,74,7.13,AU,1697080992
402,kailua-kona,19.6406,-155.9956,27.98,76,75,5.14,US,1697081217
403,bull savanna,17.8868,-77.5902,25.98,84,28,4.45,JM,1697081217
404,odienne,9.51,-7.5692,21.78,97,100,1.46,CI,1697081217
405,vadso,70.0744,29.7487,2.09,80,75,11.83,NO,1697081217
406,hasaki,35.7333,140.8333,24.05,50,47,4.03,JP,1697081218
407,saldanha,-33.0117,17.9442,13.07,94,53,3.94,ZA,1697081218
408,katsuura,35.1333,140.3,21.33,55,29,4.56,JP,1697081218
409,vilhena,-12.7406,-60.1458,25.53,57,27,0.94,BR,1697081218
410,vila velha,-20.3297,-40.2925,23.3,88,40,4.63,BR,1697080994
411,tongliao,43.6125,122.2653,21.39,31,1,3.66,CN,1697080994
412,vila franca do campo,37.7167,-25.4333,20.23,99,88,4.2,PT,1697081219
413,altai,46.3722,96.2583,8.12,38,0,1.9,MN,1697081219
414,afaahiti,-17.75,-149.2833,26.93,79,25,6.97,PF,1697081219
415,morshansk,53.4435,41.8107,3.99,49,100,8.11,RU,1697081219
416,quincy,42.2529,-71.0023,15.25,86,0,0.0,US,1697081177
417,monze,-16.2833,27.4833,21.95,40,0,2.23,ZM,1697081220
418,castillos,-34.1667,-53.8333,7.57,64,82,5.87,UY,1697081220
419,lompoc,34.6391,-120.4579,18.21,80,0,10.28,US,1697080996
420,olyokminsk,60.3736,120.4264,12.22,70,100,5.81,RU,1697081220
421,n'dalatando,-9.2978,14.9116,19.48,89,98,0.89,AO,1697081221
422,mount gambier,-37.8333,140.7667,14.65,62,15,6.95,AU,1697081221
423,toamasina,-18.1667,49.3833,20.0,100,20,0.0,MG,1697081159
424,tympaki,35.0729,24.7685,19.87,66,14,1.34,GR,1697081222
425,broken hill,-31.95,141.4333,20.92,25,0,11.37,AU,1697080998
426,pisco,-13.7,-76.2167,19.03,77,99,4.12,PE,1697081222
427,oriximina,-1.7656,-55.8661,30.33,41,98,2.25,BR,1697081222
428,ouarzazat,30.9189,-6.8934,18.16,27,0,1.54,MA,1697081223
429,yorkton,51.2167,-102.4677,5.91,93,100,6.17,CA,1697081223
430,salta,-24.7859,-65.4117,13.65,59,100,3.6,AR,1697080999
431,sao tome,0.3365,6.7273,25.44,87,23,3.15,ST,1697081223
432,pionerskiy,54.9508,20.2275,14.52,85,100,12.28,RU,1697081224
433,quellon,-43.1167,-73.6167,7.72,76,82,5.38,CL,1697081224
434,steamboat springs,40.485,-106.8317,5.52,90,40,1.34,US,1697081224
435,paimpol,48.7784,-3.0438,19.18,93,100,6.24,FR,1697081001
436,svetlyy,54.675,20.1347,14.64,92,100,9.07,RU,1697081225
437,howard springs,-12.497,131.047,32.68,28,73,2.24,AU,1697081001
438,berezovyy,51.6667,135.7,16.6,45,12,3.64,RU,1697081225
439,demba,-5.51,22.2667,20.15,91,97,0.77,CD,1697081001
440,chu,43.5983,73.7614,20.05,25,70,2.64,KZ,1697081226
441,slavyanka,42.8633,131.3847,18.72,37,0,1.05,RU,1697081002
442,swan hill,-35.3378,143.5544,18.78,37,93,7.6,AU,1697081226
443,coronel oviedo,-25.4167,-56.45,23.83,91,71,3.63,PY,1697081226
444,diofior,14.1833,-16.6667,28.31,75,100,2.22,SN,1697081003
445,tindouf,27.6711,-8.1474,20.25,26,0,2.06,DZ,1697081227
446,zeya,53.75,127.2667,11.38,57,89,1.96,RU,1697081228
447,mahibadhoo,3.7833,72.9667,27.57,74,99,4.16,MV,1697081003
448,kapuskasing,49.4169,-82.4331,4.05,93,100,2.57,CA,1697081228
449,nikel,69.4128,30.222,0.1,88,100,11.29,RU,1697081228
450,myaydo,19.3667,95.2167,26.59,87,77,3.11,MM,1697081198
451,bac kan,22.1333,105.8333,23.88,74,99,1.13,VN,1697081229
452,holualoa,19.6228,-155.9522,25.91,77,75,5.14,US,1697081005
453,wurtulla,-26.7568,153.1256,28.5,71,0,3.58,AU,1697081005
454,mizdah,31.4451,12.9801,17.77,75,0,2.84,LY,1697081230
455,port moresby,-9.4431,147.1797,29.68,79,40,5.14,PG,1697081230
456,kununurra,-15.7667,128.7333,34.99,38,68,3.09,AU,1697080969
457,siracusa,37.0881,15.2792,18.77,69,0,1.1,IT,1697081230
458,quilpue,-33.045,-71.4494,10.54,81,0,1.54,CL,1697081230
459,teofilo otoni,-17.8575,-41.5053,20.01,85,4,1.42,BR,1697081231
460,alaverdi,41.0977,44.6732,7.76,83,34,0.91,AM,1697081231
461,canutama,-6.5339,-64.3831,27.93,58,35,0.63,BR,1697081231
462,kingston,17.997,-76.7936,29.53,83,20,4.63,JM,1697080952
463,lae,-6.7221,146.9847,29.37,84,99,1.13,PG,1697081231
464,novodvinsk,64.4165,40.8122,-0.12,91,100,5.9,RU,1697081231
465,najran,17.4924,44.1277,16.36,22,0,0.82,SA,1697081232
466,quatre cocos,-20.2078,57.7625,23.94,66,93,1.27,MU,1697081232
467,sinop,41.7711,34.8709,6.37,87,19,3.28,TR,1697081232
468,broome,42.2506,-75.833,11.12,84,100,0.45,US,1697081233
469,murzuq,25.9155,13.9184,20.08,35,0,3.64,LY,1697081233
470,carloforte,39.145,8.3058,22.39,58,0,2.47,IT,1697081233
471,mashhad,36.297,59.6062,16.08,63,0,0.0,IR,1697081233
472,chui,-33.6971,-53.4616,8.37,67,100,5.9,UY,1697081234
473,gangtok,27.3333,88.6167,18.8,71,1,1.42,IN,1697081234
474,kemecse,48.0753,21.8063,11.1,84,13,3.23,HU,1697081234
475,kourou,5.1552,-52.6478,26.03,76,0,4.25,GF,1697081012
476,chaman,30.9236,66.4512,22.48,15,0,1.82,PK,1697081012
477,elverum,60.8819,11.5623,3.1,71,9,1.64,NO,1697081012
478,loukhi,66.0764,33.0381,4.01,97,100,4.34,RU,1697081235
479,igarape acu,-1.1289,-47.62,22.69,93,0,1.92,BR,1697081235
480,taounate,34.5,-4.8333,23.58,57,0,0.77,MA,1697081235
481,ciudad sabinas hidalgo,26.5,-100.1667,21.49,89,18,1.96,MX,1697081236
482,anaco,9.4389,-64.4728,23.36,90,21,2.22,VE,1697080981
483,buka,40.8108,69.1986,19.47,25,4,2.08,UZ,1697081236
484,pandan,14.0453,124.1694,28.67,81,77,2.9,PH,1697081236
485,korla,41.7597,86.1469,19.21,30,0,0.14,CN,1697081014
486,hilo,19.7297,-155.09,25.14,87,75,0.45,US,1697081236
487,praia,14.9215,-23.5087,26.3,61,20,3.09,CV,1697081237
488,tangalle,6.024,80.7911,25.81,85,94,3.71,LK,1697081015
489,hovd,48.0056,91.6419,11.67,34,6,0.33,MN,1697081015
490,hamada,34.8833,132.0833,21.4,51,15,5.44,JP,1697081015
491,kotlas,61.2611,46.6556,2.25,78,100,1.79,RU,1697081237
492,okhotsk,59.3833,143.3,-0.49,57,100,2.81,RU,1697081237
493,al hufuf,25.3646,49.5653,23.19,83,0,0.0,SA,1697081238
494,uaua,-9.8414,-39.4817,22.46,67,13,6.63,BR,1697081016
495,matoury,4.8483,-52.3317,25.98,89,0,1.54,GF,1697081017
496,katabu,-4.9333,122.5167,33.75,37,59,3.12,ID,1697081238
497,tari,12.4086,4.4914,26.63,62,25,2.25,NG,1697081238
498,kolonia town,6.964,158.206,28.06,100,100,0.0,FM,1697080942
499,churapcha,62.0025,132.4325,6.49,61,6,7.06,RU,1697081239
500,pasighat,28.0667,95.3333,24.63,78,47,0.4,IN,1697081239
501,santa marta,11.2408,-74.199,28.03,83,20,2.06,CO,1697080984
502,andergrove,-21.0833,149.1833,28.69,63,92,6.65,AU,1697081240
503,bor,56.3567,44.0669,3.96,62,100,9.08,RU,1697081240
504,al qadarif,14.0349,35.3834,24.46,74,16,3.21,SD,1697081240
505,upata,8.0086,-62.3989,23.11,87,22,1.45,VE,1697081240
506,bhilwara,25.35,74.6333,27.04,44,0,2.15,IN,1697081240
507,eravur town,7.7782,81.6038,26.1,84,98,2.53,LK,1697081241
508,sarykemer,43.0,71.5,14.71,41,36,2.74,KZ,1697081241
509,lubang,13.8584,120.124,28.55,77,99,6.77,PH,1697081241
510,bardai,11.65,7.2333,22.54,58,69,1.04,NG,1697081241
511,tshabong,-26.05,22.45,19.56,74,100,8.39,BW,1697081241
512,hood river,45.7054,-121.5215,13.08,96,100,0.89,US,1697081242
513,yokadouma,3.5167,15.05,20.63,94,83,0.79,CM,1697081242
514,kincardine,56.0667,-3.7167,7.12,95,57,1.86,GB,1697081242
515,gumdag,39.2061,54.5906,14.37,74,100,2.95,TM,1697081242
516,chillicothe,39.3331,-82.9824,10.7,73,0,0.0,US,1697081242
517,ryotsu-minato,38.0833,138.4333,19.04,48,7,1.27,JP,1697081023
518,abaza,52.655,90.0928,14.33,52,83,1.17,RU,1697081243
519,warwick,41.7001,-71.4162,14.37,89,0,0.45,US,1697081243
520,chifeng,42.2683,118.9636,17.5,42,98,1.45,CN,1697081023
521,zaltan,32.947,11.8665,22.74,62,0,3.29,LY,1697081243
522,egilsstadir,65.2653,-14.3948,-0.05,86,0,1.54,IS,1697081243
523,metlili chaamba,32.2667,3.6333,18.52,45,0,2.57,DZ,1697081244
524,angaur state,6.906,134.13,28.44,77,41,8.05,PW,1697081184
525,esil,51.9556,66.4042,3.59,68,100,2.49,KZ,1697081025
526,kokopo,-4.352,152.2633,29.95,65,24,3.99,PG,1697081244
527,tanumah,27.1,44.1333,25.27,17,2,4.75,SA,1697081120
528,humberto de campos,-2.5983,-43.4611,25.01,82,33,2.81,BR,1697081025
529,muridke,31.8025,74.2617,22.01,30,0,0.85,PK,1697081245
530,acajutla,13.5928,-89.8275,26.7,83,100,1.48,SV,1697081245
531,guayaramerin,-10.8368,-65.3614,28.59,52,54,1.27,BO,1697081245
532,hammerfest,70.6634,23.6821,-2.75,86,100,3.09,NO,1697081027
533,touros,-5.1989,-35.4608,25.28,79,34,6.7,BR,1697081245
534,sur,22.5667,59.5289,30.2,48,0,2.24,OM,1697081027
535,abdulino,53.7,53.6667,1.01,92,97,4.04,RU,1697081027
536,yung shue wan,22.2333,114.1167,27.96,70,69,0.89,HK,1697081246
537,barra de santo antonio,-9.4047,-35.5072,22.6,81,3,2.85,BR,1697081247
538,yigo village,13.5361,144.8886,31.16,72,20,9.77,GU,1697081247
539,yanam,16.7333,82.2167,30.44,61,43,1.1,IN,1697081028
540,arkhangel'sk,64.5401,40.5433,0.07,91,100,6.25,RU,1697081247
541,chibougamau,49.9168,-74.3659,6.79,93,100,2.57,CA,1697081247
542,ulubey,40.8721,37.7588,11.07,92,100,0.79,TR,1697081248
543,saint-francois,46.4154,3.9054,15.36,100,39,0.51,FR,1697081248
544,nagpur,21.15,79.1,27.01,78,40,1.54,IN,1697081029
545,bikenibeu village,1.3673,173.1241,31.98,62,75,1.54,KI,1697081248
546,mil'kovo,55.6078,37.7956,7.28,75,100,8.77,RU,1697081030
547,titabar,26.6,94.2,26.45,83,25,1.34,IN,1697081249
548,inari,68.906,27.0288,-0.89,95,100,7.6,FI,1697081249
549,zhezqazghan,47.7833,67.7667,5.32,93,100,4.0,KZ,1697081249
550,oamaru,-45.0784,170.9801,14.65,66,61,4.82,NZ,1697081031
551,lu-uk,5.9684,121.3122,29.11,69,100,1.86,PH,1697081249
552,tsaratanana,-16.7833,47.65,23.49,71,89,0.76,MG,1697081031
553,belyy yar,53.6039,91.3903,11.94,66,0,2.0,RU,1697081250
554,arteche,12.2645,125.4048,30.7,64,99,2.31,PH,1697081250
555,dhulia,20.9,74.7833,28.17,52,8,1.4,IN,1697081250
556,aral,40.5156,81.2636,20.01,24,0,2.67,CN,1697081250
557,bafia,4.75,11.2333,20.37,98,98,0.49,CM,1697081251
558,alofi,-19.0595,-169.9187,26.94,65,40,5.66,NU,1697081171
559,watsa,3.0372,29.5355,16.96,97,99,0.74,CD,1697081251
560,sabang,5.8933,95.3214,27.51,75,100,2.94,ID,1697081251
561,kamikawa,43.84,142.7711,16.15,76,64,4.31,JP,1697081251
562,lethem,3.3803,-59.7968,28.64,42,4,2.9,GY,1697081034
563,alamosa,37.4695,-105.87,8.99,53,0,2.57,US,1697081252
564,barra da estiva,-13.6261,-41.3269,16.62,88,0,1.29,BR,1697081035
565,magadan,59.5667,150.8,0.85,74,5,4.02,RU,1697081252
566,ingeniero jacobacci,-41.3427,-69.5448,8.84,42,0,3.35,AR,1697081253
567,choibalsan,48.0667,114.5,12.22,45,7,1.09,MN,1697081253
568,lospalos,-8.5186,127.0025,31.18,39,38,4.09,TL,1697081253
